1.576134849127690792e+09 2.026980876922607422e+00 9.902360439300537109e-01 -1.707558155059814453e+00 -9.506321512162685394e-04 -6.483680009841918945e-01 -4.114798270165920258e-03 -7.613154649734497070e-01
1.576134849136900187e+09 2.026975631713867188e+00 9.902297258377075195e-01 -1.707556605339050293e+00 -9.628648404031991959e-04 -6.483376622200012207e-01 -4.153654444962739944e-03 -7.613410353660583496e-01
1.576134849144928455e+09 2.026983737945556641e+00 9.902428984642028809e-01 -1.707563161849975586e+00 -9.734746417962014675e-04 -6.483711600303649902e-01 -4.142168443650007248e-03 -7.613124847412109375e-01
1.576134849152950048e+09 2.026987552642822266e+00 9.902262687683105469e-01 -1.707564353942871094e+00 -9.865122847259044647e-04 -6.483469605445861816e-01 -4.050081595778465271e-03 -7.613337039947509766e-01
1.576134849160925150e+09 2.026983737945556641e+00 9.902401566505432129e-01 -1.707571148872375488e+00 -9.383085998706519604e-04 -6.483935713768005371e-01 -4.158488009124994278e-03 -7.612933516502380371e-01
1.576134849169935942e+09 2.026983737945556641e+00 9.902329444885253906e-01 -1.707572102546691895e+00 -9.091304382309317589e-04 -6.483968496322631836e-01 -4.099121317267417908e-03 -7.612910270690917969e-01
1.576134849177964687e+09 2.026980400085449219e+00 9.902194142341613770e-01 -1.707575559616088867e+00 -1.060663256794214249e-03 -6.483944654464721680e-01 -4.051036201417446136e-03 -7.612931132316589355e-01
1.576134849186871052e+09 2.026984214782714844e+00 9.902457594871520996e-01 -1.707574605941772461e+00 -1.051926403306424618e-03 -6.483997702598571777e-01 -4.118890035897493362e-03 -7.612882256507873535e-01
1.576134849194978237e+09 2.026992559432983398e+00 9.902358651161193848e-01 -1.707588672637939453e+00 -1.047143363393843174e-03 -6.483741998672485352e-01 -4.108589608222246170e-03 -7.613101005554199219e-01
1.576134849203890085e+09 2.026992559432983398e+00 9.902323484420776367e-01 -1.707582235336303711e+00 -1.023016520775854588e-03 -6.484014391899108887e-01 -4.006583709269762039e-03 -7.612874507904052734e-01
1.576134849211868763e+09 2.026995897293090820e+00 9.902477264404296875e-01 -1.707585573196411133e+00 -9.484317270107567310e-04 -6.483401656150817871e-01 -4.182763397693634033e-03 -7.613387107849121094e-01
1.576134849219847202e+09 2.026994943618774414e+00 9.902422428131103516e-01 -1.707577347755432129e+00 -9.086295031011104584e-04 -6.483752131462097168e-01 -4.246826283633708954e-03 -7.613086104393005371e-01
1.576134849227950096e+09 2.026986122131347656e+00 9.902212619781494141e-01 -1.707589507102966309e+00 -9.230258292518556118e-04 -6.484235525131225586e-01 -4.076406825333833694e-03 -7.612683176994323730e-01
1.576134849236801624e+09 2.026996135711669922e+00 9.902240037918090820e-01 -1.707573652267456055e+00 -1.005730126053094864e-03 -6.483448743820190430e-01 -4.056013189256191254e-03 -7.613354325294494629e-01
