1576129994272,-2.6392822,0.48095703,5.924637,-0.084472656,-0.08866882,-0.036636353,-0.014086034,0.0016923079,-0.0032486448,0.9493923,0.025303653,0.31310228,-0.0062516714,0.99808276,-0.061704934,-0.31406033,0.05662429,0.94772154
1576129994272,-2.6392822,0.48095703,5.924637,-0.084472656,-0.08866882,-0.036636353,-0.014086034,0.0016923079,-0.0032486448,0.9493923,0.025303653,0.31310228,-0.0062516714,0.99808276,-0.061704934,-0.31406033,0.05662429,0.94772154
1576129994291,-2.6871338,0.48335266,5.749954,-0.10646057,-0.18273926,-0.024429321,-0.014576397,0.0018130348,-0.0040868567,0.94952387,0.025293458,0.31270412,-0.0063640927,0.9981005,-0.0614084,-0.31366026,0.05631818,0.9478722
1576129994296,-2.7086792,0.44506836,5.6398773,-0.11807251,-0.21633911,-0.020767212,-0.014699081,0.0018417859,-0.004300703,0.9496002,0.0252748,0.3124739,-0.006404361,0.99810874,-0.06127079,-0.31342843,0.05618107,0.9479571
1576129994319,-2.9599152,0.23928833,5.1134644,-0.20787048,-0.34461975,0.0018463135,-0.015266945,0.0019554186,-0.005330958,0.95036715,0.024920337,0.31016207,-0.0066311224,0.99819165,-0.059882797,-0.31109032,0.054853447,0.9488048
1576129994319,-2.9599152,0.23928833,5.1134644,-0.20787048,-0.34461975,0.0018463135,-0.015266945,0.0019554186,-0.005330958,0.95036715,0.024920337,0.31016207,-0.0066311224,0.99819165,-0.059882797,-0.31109032,0.054853447,0.9488048
1576129994336,-2.773285,0.21296692,5.1062775,-0.23291016,-0.38554382,0.018951416,-0.015733156,0.002018764,-0.0061875274,0.9511202,0.024395103,0.3078872,-0.00670834,0.99828035,-0.058374677,-0.3087787,0.05345546,0.9496392
1576129994354,-2.273178,0.39720154,4.8478546,-0.17182922,-0.3598938,0.06843567,-0.016168045,0.002080573,-0.007065526,0.95213425,0.023497626,0.30480745,-0.0065189204,0.99838376,-0.056602485,-0.30564168,0.051905707,0.9507393
1576129994369,-1.8209381,0.35653687,4.8430786,-0.11502075,-0.2804718,0.1124115,-0.016481811,0.0021482192,-0.0078403745,0.95264924,0.022803241,0.30324697,-0.006117933,0.9984282,-0.055859577,-0.30404094,0.051358905,0.95128214
1576129994388,-1.6534424,0.25602722,4.864609,-0.08569336,-0.24259949,0.13684082,-0.016699482,0.0022024456,-0.008491448,0.952892,0.022348592,0.3025175,-0.005777145,0.9984468,-0.05556365,-0.30328625,0.051198024,0.95153177
1576129994390,-1.6366882,0.21534729,4.8598175,-0.07409668,-0.23222351,0.14355469,-0.016739639,0.0022122571,-0.008621786,0.9529971,0.022124523,0.30220285,-0.005594956,0.998454,-0.055454254,-0.30295938,0.051156484,0.95163816
1576129994403,-1.9214325,0.088531494,5.637497,-0.08630371,-0.30307007,0.13439941,-0.017052712,0.0022726608,-0.0096413335,0.95341176,0.021319432,0.30095065,-0.004943746,0.9984786,-0.05507103,-0.30166373,0.051017087,0.9520572
1576129994417,-2.120041,0.01675415,6.008377,-0.1608429,-0.5828552,0.11790466,-0.017265758,0.002299435,-0.010217974,0.95444524,0.020166652,0.29773706,-0.004221238,0.998535,-0.054102276,-0.2983888,0.050380398,0.95312256
1576129994434,-2.0219421,-0.107681274,6.4869385,-0.20420837,-0.9457092,0.08125305,-0.01763372,0.0023145978,-0.011044852,0.95785725,0.01805712,0.28671157,-0.003491685,0.99868923,-0.05123268,-0.28725785,0.04807205,0.9566549
1576129994451,-1.409378,0.071777344,6.599411,-0.14189148,-1.106369,0.11302185,-0.017893981,0.0023219609,-0.011605735,0.96342975,0.015506316,0.26754937,-0.0027550184,0.9988537,-0.047970068,-0.26798368,0.04547828,0.962358
1576129994452,-1.2897339,0.021530151,6.649658,-0.13395691,-1.1020966,0.119125366,-0.017931312,0.0023245178,-0.011695878,0.9642442,0.015091026,0.26462314,-0.00257194,0.9988722,-0.047592647,-0.2650401,0.04520994,0.9631854
1576129994468,-0.7657013,-0.052642822,6.9391785,-0.111343384,-1.0617828,0.15638733,-0.018108556,0.0023355826,-0.012220124,0.9680192,0.012833805,0.25058755,-0.001338369,0.99894977,-0.045991294,-0.2509119,0.044184703,0.9670094
1576129994486,-0.38523865,0.27757263,7.6163483,-0.16877747,-1.0721588,0.1796112,-0.0182384,0.0023596846,-0.012849522,0.9735671,0.008484397,0.22828703,0.0013968635,0.9990789,-0.04308878,-0.22843991,0.042268343,0.9726483
1576129994502,-0.275177,0.3014984,8.248062,-0.17060852,-0.9457092,0.13623047,-0.018281486,0.0024065585,-0.013236552,0.9776744,0.0049167005,0.21011573,0.0035235349,0.9992111,-0.039777018,-0.21014327,0.039628986,0.9768754
1576129994502,-0.275177,0.3014984,8.248062,-0.17060852,-0.9457092,0.13623047,-0.018281486,0.0024065585,-0.013236552,0.9776744,0.0049167005,0.21011573,0.0035235349,0.9992111,-0.039777018,-0.21014327,0.039628986,0.9768754
1576129994523,-0.68673706,0.021530151,9.812973,0.068237305,-0.8278198,0.1796112,-0.018325528,0.0024664986,-0.013581378,0.9805561,0.002375962,0.19627577,0.005352092,0.99923986,-0.038834486,-0.19621673,0.039129533,0.9797878
1576129994542,-0.9643097,-0.17468262,10.09053,0.22767639,-1.3269043,0.3146057,-0.018424682,0.0024855507,-0.013694469,0.9850154,-0.00263985,0.17250413,0.0102741495,0.99901444,-0.043378867,-0.17221771,0.044500787,0.98406154
1576129994554,-0.73698425,0.06700134,9.623932,0.10977173,-1.6421051,0.33842468,-0.01850979,0.0024862175,-0.013728255,0.9897532,-0.008605241,0.14259966,0.015458883,0.9987826,-0.047025345,-0.14201985,0.048747465,0.98867106
1576129994557,-0.6125641,0.093322754,9.511475,0.10977173,-1.6421051,0.33842468,-0.018525694,0.0024878562,-0.013737772,0.9897532,-0.008605241,0.14259966,0.015458883,0.9987826,-0.047025345,-0.14201985,0.048747465,0.98867106
1576129994572,0.119644165,0.15553284,9.57608,-0.19625854,-1.5052643,0.23457336,-0.018580385,0.0025104256,-0.013826088,0.99519765,-0.017102862,0.096482925,0.021642687,0.9987058,-0.046206173,-0.09556675,0.048071977,0.9942698
1576129994587,-0.25842285,0.1986084,11.246262,-0.3080597,-1.1772308,0.119125366,-0.018571768,0.0025413563,-0.013878587,0.9970225,-0.020238511,0.07454061,0.023422495,0.99884737,-0.0420932,-0.073601946,0.043713402,0.9963374
1576129994606,-1.134201,0.25842285,13.488342,-0.19015503,-1.1106567,0.10446167,-0.018622426,0.0026022652,-0.013634041,0.9984297,-0.022560703,0.05146465,0.0244804,0.9990243,-0.036983807,-0.050579455,0.038185272,0.99799776
1576129994620,-0.9906311,0.0143585205,13.596024,-0.02583313,-1.5559692,0.16799927,-0.01871677,0.0026406057,-0.013290962,0.9992957,-0.02508315,0.028252432,0.026094936,0.999018,-0.036037054,-0.0273204,0.036748607,0.99895895
1576129994623,-0.653244,-0.08135986,13.244278,0.07434082,-1.8668976,0.19854736,-0.01875573,0.002650431,-0.0131377075,0.99961716,-0.027573815,0.0049293106,0.027738348,0.99893,-0.037229825,-0.0038973363,0.03735198,0.99930245
1576129994638,0.13639832,0.1603241,12.44986,0.13053894,-2.145462,0.19120789,-0.018822422,0.002669053,-0.012709476,0.99765646,-0.033995047,-0.059539422,0.03145034,0.9985811,-0.043166008,0.060921855,0.04119195,0.99730015
1576129994656,1.0839539,0.27757263,12.433105,-0.10462952,-1.6225586,0.059265137,-0.018772928,0.0027085277,-0.012304962,0.99157065,-0.038281742,-0.123861425,0.03281049,0.9984147,-0.045914587,0.12542161,0.041463237,0.9912448
1576129994672,1.1868439,0.6508484,14.498108,-0.293396,-0.7728424,-0.09527588,-0.018586041,0.002780952,-0.011851716,0.9884862,-0.037076537,-0.1467658,0.031201068,0.9986331,-0.04213469,0.148126,0.037069973,0.9882816
