0.01385	161660704	0.14042 -0.02374 0.00519	0.13657 -0.02036 0.01805	1.00000	-0.00006	-0.00363	0.00006	1.00000	-0.00007	0.00363	0.00007	0.99999
0.02733	161660720	0.16958 -0.01892 0.01905	0.18910 -0.00388 0.03087	1.00000	-0.00019	-0.00367	0.00019	1.00000	-0.00075	0.00367	0.00075	0.99999
0.01550	161660736	0.19719 -0.03174 0.02087	0.20927 -0.03990 0.01559	0.99999	-0.00025	-0.00373	0.00024	1.00000	-0.00125	0.00373	0.00125	0.99999
0.02894	161660752	0.23450 -0.05269 0.00948	0.24654 -0.06252 -0.01494	0.99999	-0.00024	-0.00396	0.00023	1.00000	-0.00218	0.00397	0.00218	0.99999
0.03604	161660768	0.27162 -0.04551 -0.00785	0.27585 -0.01913 -0.03204	0.99999	-0.00010	-0.00418	0.00008	0.99999	-0.00360	0.00418	0.00360	0.99999
0.03599	161660784	0.30664 -0.01741 -0.01719	0.30640 0.01750 -0.02594	0.99999	0.00006	-0.00417	-0.00009	0.99999	-0.00526	0.00417	0.00526	0.99998
0.00868	161660800	0.34258 0.00245 -0.02378	0.34366 0.01079 -0.02594	0.99999	0.00020	-0.00405	-0.00023	0.99997	-0.00711	0.00405	0.00711	0.99997
0.03884	161660832	0.40389 -0.01467 -0.03217	0.39070 -0.05029 -0.02411	0.99999	0.00035	-0.00421	-0.00039	0.99996	-0.00944	0.00421	0.00944	0.99995
0.04215	161660848	0.43505 -0.05323 -0.03428	0.42613 -0.09245 -0.02167	0.99999	0.00045	-0.00459	-0.00050	0.99993	-0.01153	0.00459	0.01153	0.99992
0.04627	161660864	0.47110 -0.10558 -0.04063	0.46217 -0.15048 -0.03389	0.99998	0.00071	-0.00587	-0.00080	0.99987	-0.01606	0.00586	0.01606	0.99985
0.02658	161660880	0.49749 -0.14925 -0.04040	0.47987 -0.16635 -0.03021	0.99998	0.00081	-0.00646	-0.00092	0.99984	-0.01778	0.00645	0.01778	0.99982
0.02951	161660896	0.53494 -0.17197 -0.02532	0.54097 -0.15475 -0.00212	0.99997	0.00090	-0.00797	-0.00108	0.99975	-0.02246	0.00795	0.02247	0.99972
0.05538	161660912	0.58395 -0.16868 -0.01281	0.60695 -0.11871 -0.00639	0.99996	0.00081	-0.00936	-0.00108	0.99960	-0.02832	0.00933	0.02833	0.99956
0.05836	161660928	0.63275 -0.16139 -0.02262	0.64726 -0.11322 -0.05220	0.99994	0.00115	-0.01091	-0.00155	0.99931	-0.03700	0.01086	0.03701	0.99926
0.03176	161660944	0.69523 -0.16705 -0.02937	0.71690 -0.15231 -0.04730	0.99992	0.00178	-0.01275	-0.00237	0.99892	-0.04633	0.01266	0.04636	0.99885
0.01338	161660960	0.76107 -0.18709 -0.02275	0.76883 -0.19690 -0.01801	0.99989	0.00200	-0.01476	-0.00280	0.99850	-0.05469	0.01463	0.05473	0.99840
0.01595	161660976	0.81686 -0.21144 -0.01533	0.80853 -0.21890 -0.00395	0.99984	0.00191	-0.01778	-0.00307	0.99783	-0.06576	0.01761	0.06580	0.99768
0.03793	161660992	0.85541 -0.21144 -0.01909	0.82074 -0.19629 -0.02167	0.99979	0.00187	-0.02034	-0.00341	0.99712	-0.07574	0.02014	0.07579	0.99692
0.05375	161661008	0.88389 -0.18126 -0.03375	0.84457 -0.14925 -0.05159	0.99974	0.00220	-0.02281	-0.00419	0.99614	-0.08765	0.02253	0.08773	0.99589
0.01046	161661024	0.92733 -0.16795 -0.03383	0.91788 -0.17125 -0.03082	0.99965	0.00276	-0.02649	-0.00563	0.99405	-0.10882	0.02603	0.10893	0.99371
0.03162	161661040	0.95061 -0.16471 -0.03271	0.92154 -0.17613 -0.02777	0.99964	0.00276	-0.02690	-0.00573	0.99382	-0.11089	0.02642	0.11100	0.99347
0.03485	161661056	0.95867 -0.18733 -0.03498	0.93864 -0.21584 -0.03571	0.99951	0.00280	-0.03114	-0.00683	0.99146	-0.13025	0.03051	0.13040	0.99099
0.02971	161661072	0.95426 -0.20563 -0.03879	0.92642 -0.21584 -0.04059	0.99940	0.00295	-0.03473	-0.00797	0.98937	-0.14520	0.03393	0.14538	0.98879
0.01635	161661088	0.94845 -0.21434 -0.03466	0.93742 -0.20668 -0.02533	0.99929	0.00293	-0.03772	-0.00886	0.98740	-0.15803	0.03678	0.15825	0.98671
0.02132	161661104	0.94780 -0.20649 -0.02229	0.95636 -0.19080 -0.01067	0.99914	0.00250	-0.04150	-0.00976	0.98441	-0.17565	0.04041	0.17590	0.98358
0.02233	161661120	0.95338 -0.18431 -0.01682	0.96614 -0.16635 -0.02045	0.99901	0.00208	-0.04446	-0.01056	0.98148	-0.19130	0.04324	0.19158	0.98053
0.02040	161661136	0.96534 -0.16636 -0.01373	0.98569 -0.16576 -0.01250	0.99888	0.00164	-0.04729	-0.01143	0.97821	-0.20733	0.04592	0.20763	0.97713
0.02530	161661152	0.98140 -0.14938 -0.00876	1.00523 -0.14499 -0.00150	0.99877	0.00102	-0.04961	-0.01200	0.97507	-0.22159	0.04815	0.22191	0.97388
0.01420	161661184	0.99511 -0.13990 -0.00253	1.00279 -0.14865 -0.01067	0.99863	0.00010	-0.05241	-0.01274	0.97047	-0.24090	0.05084	0.24123	0.96914
0.03181	161661200	1.00183 -0.15978 -0.01059	1.00523 -0.18408 -0.03082	0.99847	-0.00041	-0.05527	-0.01386	0.96616	-0.25757	0.05351	0.25794	0.96468
0.02221	161661216	1.01334 -0.15944 -0.02387	1.02539 -0.16454 -0.04182	0.99832	-0.00074	-0.05792	-0.01508	0.96213	-0.27217	0.05593	0.27259	0.96050
0.02148	161661232	1.02288 -0.14035 -0.04599	1.03271 -0.13092 -0.06259	0.99818	-0.00087	-0.06040	-0.01669	0.95698	-0.28966	0.05805	0.29014	0.95522
0.01339	161661248	1.02174 -0.12339 -0.06713	1.01012 -0.12177 -0.07358	0.99806	-0.00075	-0.06224	-0.01826	0.95243	-0.30422	0.05950	0.30477	0.95057
0.02283	161661264	1.01901 -0.11249 -0.07094	1.00218 -0.10710 -0.05647	0.99794	-0.00069	-0.06422	-0.01998	0.94704	-0.32051	0.06104	0.32113	0.94507
0.01497	161661280	1.01520 -0.10201 -0.07681	1.01500 -0.09734 -0.06259	0.99783	-0.00082	-0.06594	-0.02149	0.94129	-0.33692	0.06235	0.33760	0.93922
0.01122	161661296	1.00299 -0.10190 -0.09988	0.99545 -0.10588 -0.10718	0.99769	-0.00053	-0.06791	-0.02370	0.93439	-0.35546	0.06365	0.35625	0.93222
0.02198	161661312	0.97187 -0.09906 -0.12281	0.95148 -0.10588 -0.12733	0.99757	0.00040	-0.06972	-0.02627	0.92844	-0.37055	0.06458	0.37148	0.92619
0.01950	161661328	0.94413 -0.08326 -0.12911	0.93437 -0.07594 -0.11389	0.99746	0.00133	-0.07121	-0.02869	0.92263	-0.38463	0.06519	0.38569	0.92032
0.02130	161661344	0.91266 -0.05843 -0.13278	0.90443 -0.04602 -0.11755	0.99740	0.00200	-0.07211	-0.03062	0.91687	-0.39802	0.06531	0.39919	0.91454
0.01289	161661360	0.88351 -0.04807 -0.14753	0.88611 -0.06068 -0.14810	0.99734	0.00291	-0.07284	-0.03251	0.91210	-0.40867	0.06524	0.40996	0.90977
0.03566	161661376	0.86044 -0.05566 -0.14766	0.87329 -0.08572 -0.13344	0.99728	0.00376	-0.07368	-0.03425	0.90813	-0.41728	0.06534	0.41867	0.90579
0.06088	161661392	0.85446 -0.07266 -0.12378	0.88977 -0.10527 -0.08641	0.99714	0.00446	-0.07551	-0.03668	0.90155	-0.43113	0.06616	0.43266	0.89913
0.02262	161661408	0.83930 -0.08212 -0.10428	0.85619 -0.07718 -0.09007	0.99703	0.00465	-0.07697	-0.03836	0.89577	-0.44286	0.06689	0.44449	0.89328
0.04685	161661424	0.79996 -0.07503 -0.12324	0.77983 -0.04907 -0.15665	0.99695	0.00553	-0.07785	-0.04031	0.89058	-0.45303	0.06683	0.45479	0.88809
0.06281	161661440	0.74015 -0.04567 -0.14758	0.69980 -0.00998 -0.17987	0.99691	0.00731	-0.07830	-0.04282	0.88562	-0.46243	0.06597	0.46435	0.88319
0.03129	161661456	0.69626 -0.01640 -0.13299	0.69247 0.00406 -0.10962	0.99689	0.00853	-0.07839	-0.04456	0.88112	-0.47080	0.06505	0.47282	0.87875
0.04073	161661472	0.66835 -0.00872 -0.10130	0.69185 -0.01976 -0.06992	0.99688	0.00883	-0.07851	-0.04534	0.87774	-0.47699	0.06470	0.47906	0.87539
0.03815	161661488	0.62931 -0.02370 -0.07463	0.63199 -0.06068 -0.06563	0.99684	0.00897	-0.07903	-0.04621	0.87404	-0.48365	0.06473	0.48577	0.87169
0.03223	161661520	0.55641 -0.05063 -0.05644	0.56540 -0.07718 -0.07236	0.99677	0.00918	-0.07984	-0.04720	0.87097	-0.48906	0.06505	0.49125	0.86859
0.01490	161661536	0.51848 -0.05218 -0.05445	0.52753 -0.04419 -0.06319	0.99672	0.00940	-0.08038	-0.04794	0.86876	-0.49291	0.06520	0.49514	0.86636
0.03089	161661552	0.47371 -0.03341 -0.05042	0.47806 -0.00510 -0.06197	0.99670	0.00960	-0.08071	-0.04861	0.86626	-0.49723	0.06514	0.49951	0.86386
0.03157	161661568	0.42544 -0.00404 -0.03624	0.42184 0.02727 -0.03815	0.99670	0.00971	-0.08063	-0.04888	0.86455	-0.50017	0.06485	0.50246	0.86217
