1.576129921391342640e+09 2.067500829696655273e+00 9.890035390853881836e-01 -1.583640336990356445e+00 -9.004494175314903259e-03 3.435072675347328186e-02 -2.284202957525849342e-03 -9.993667006492614746e-01
1.576129921400764704e+09 2.067452430725097656e+00 9.890263676643371582e-01 -1.583684206008911133e+00 -1.502815913408994675e-02 3.413600102066993713e-02 -2.048472873866558075e-03 -9.993021488189697266e-01
1.576129921407717943e+09 2.067458391189575195e+00 9.890295267105102539e-01 -1.583684682846069336e+00 -1.509083528071641922e-02 3.408605605363845825e-02 -2.126323990523815155e-03 -9.993027448654174805e-01
1.576129921415713310e+09 2.067668914794921875e+00 9.891205430030822754e-01 -1.583761334419250488e+00 -1.389080844819545746e-02 3.308375179767608643e-02 1.421300810761749744e-03 -9.993550777435302734e-01
1.576129921424890518e+09 2.067671775817871094e+00 9.891200065612792969e-01 -1.583742976188659668e+00 -1.384238898754119873e-02 3.309655934572219849e-02 1.475302386097609997e-03 -9.993551969528198242e-01
1.576129921432921171e+09 2.067669630050659180e+00 9.891103506088256836e-01 -1.583751201629638672e+00 -1.392408460378646851e-02 3.310355544090270996e-02 1.387732685543596745e-03 -9.993540048599243164e-01
1.576129921440847635e+09 2.067652702331542969e+00 9.888309836387634277e-01 -1.583716988563537598e+00 -1.623021997511386871e-02 3.440508246421813965e-02 3.898245748132467270e-03 -9.992685914039611816e-01
1.576129921449824572e+09 2.067673921585083008e+00 9.891313314437866211e-01 -1.583746194839477539e+00 -1.379160489886999130e-02 3.306826204061508179e-02 1.365298987366259098e-03 -9.993569850921630859e-01
1.576129921457800865e+09 2.067424774169921875e+00 9.886541962623596191e-01 -1.583638072013854980e+00 -1.804670691490173340e-02 3.567497432231903076e-02 5.997380940243601799e-04 -9.992002844810485840e-01
1.576129921466051340e+09 2.067493677139282227e+00 9.890121221542358398e-01 -1.583639740943908691e+00 -9.066746570169925690e-03 3.432343900203704834e-02 -2.416660077869892120e-03 -9.993667602539062500e-01
1.576129921474145889e+09 2.067454338073730469e+00 9.890188574790954590e-01 -1.583681702613830566e+00 -1.507945358753204346e-02 3.407259657979011536e-02 -2.072923118248581886e-03 -9.993034601211547852e-01
