1.576129953725485325e+09 2.067965507507324219e+00 9.898409843444824219e-01 -1.588904976844787598e+00 -6.861368659883737564e-03 8.781132288277149200e-03 -6.108847912400960922e-03 -9.999192357063293457e-01
1.576129953733434677e+09 2.067566156387329102e+00 9.888703823089599609e-01 -1.588503956794738770e+00 -1.017350144684314728e-02 1.112425420433282852e-02 -2.371700946241617203e-03 -9.998835921287536621e-01
1.576129953741439342e+09 2.067537069320678711e+00 9.888397455215454102e-01 -1.588500261306762695e+00 -1.058424916118383408e-02 1.135071553289890289e-02 -2.536441432312130928e-03 -9.998763799667358398e-01
1.576129953750389814e+09 2.067566394805908203e+00 9.888778328895568848e-01 -1.588499188423156738e+00 -1.016385480761528015e-02 1.119476277381181717e-02 -2.356001175940036774e-03 -9.998829960823059082e-01
1.576129953758394480e+09 2.067531347274780273e+00 9.888193607330322266e-01 -1.588497400283813477e+00 -1.071599032729864120e-02 1.139517407864332199e-02 -2.600391395390033722e-03 -9.998742938041687012e-01
1.576129953766346931e+09 2.068002223968505859e+00 9.898720979690551758e-01 -1.588913679122924805e+00 -6.344294641166925430e-03 8.495547808706760406e-03 -5.731164477765560150e-03 -9.999274611473083496e-01
1.576129953775322676e+09 2.067565441131591797e+00 9.888648986816406250e-01 -1.588499784469604492e+00 -1.043423544615507126e-02 1.121350564062595367e-02 -2.427448984235525131e-03 -9.998797774314880371e-01
1.576129953783301592e+09 2.067964553833007812e+00 9.898224472999572754e-01 -1.588913679122924805e+00 -6.978162564337253571e-03 8.762204088270664215e-03 -6.125112995505332947e-03 -9.999185204505920410e-01
1.576129953791307449e+09 2.067566394805908203e+00 9.888693690299987793e-01 -1.588500142097473145e+00 -1.031907182186841965e-02 1.116721518337726593e-02 -2.462894422933459282e-03 -9.998814463615417480e-01
1.576129953800255537e+09 2.067548036575317383e+00 9.888239502906799316e-01 -1.588504552841186523e+00 -1.079815439879894257e-02 1.133217755705118179e-02 -2.650603652000427246e-03 -9.998739957809448242e-01
1.576129953808253288e+09 2.067536830902099609e+00 9.888177514076232910e-01 -1.588528633117675781e+00 -1.062029972672462463e-02 1.126797962933778763e-02 -2.539056120440363884e-03 -9.998769164085388184e-01
1.576129953816239834e+09 2.067538738250732422e+00 9.888147115707397461e-01 -1.588518381118774414e+00 -1.069256663322448730e-02 1.130552403628826141e-02 -2.617221092805266380e-03 -9.998755455017089844e-01
1.576129953825209618e+09 2.067970275878906250e+00 9.898220300674438477e-01 -1.588904023170471191e+00 -7.065003737807273865e-03 8.781165815889835358e-03 -6.087399553507566452e-03 -9.999180436134338379e-01
1.576129953833190441e+09 2.067537069320678711e+00 9.888337254524230957e-01 -1.588510751724243164e+00 -1.059698034077882767e-02 1.131467707455158234e-02 -2.653564326465129852e-03 -9.998763203620910645e-01
1.576129953841166496e+09 2.067964553833007812e+00 9.898151159286499023e-01 -1.588907480239868164e+00 -6.954031530767679214e-03 8.749088272452354431e-03 -6.083517801016569138e-03 -9.999190568923950195e-01
1.576129953850161314e+09 2.067564249038696289e+00 9.888532757759094238e-01 -1.588511705398559570e+00 -1.022441219538450241e-02 1.115662604570388794e-02 -2.283022971823811531e-03 -9.998828768730163574e-01
1.576129953858184099e+09 2.067540168762207031e+00 9.888300895690917969e-01 -1.588502645492553711e+00 -1.065432373434305191e-02 1.138630043715238571e-02 -2.585098845884203911e-03 -9.998750686645507812e-01
